# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jun 18 01:13:11 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and disc_facility like '%TESS%'
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and decstr in [+37, +73])
# CONSTRAINT:  order by disc_year desc, sy_pnum asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
TOI-1272 b,TOI-1272,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,3.31599000,0.00002000,-0.00002000,0,0.041200,0.000800,-0.000800,0,4.140,0.210,-0.210,0,24.60000,2.30000,-2.30000,0,0.07740,0.00724,-0.00724,0,Mass,0.338000,0.056000,-0.062000,0,,,,,961,32,-32,0,0,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,,4985.00,121.00,-121.00,0,0.79,0.03,-0.03,0,0.85,0.05,-0.05,0,0.170,0.060,-0.060,0,[Fe/H],4.55,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.5720000,0.4030000,-0.4010000
TOI-1288 b,TOI-1288,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3440K/abstract target=ref>Knudstrup et al. 2022</a>,2.69983500,0.00000400,-0.00000300,0,,,,,5.240,0.090,-0.090,0,42.00000,3.00000,-3.00000,0,0.13215,0.00944,-0.00944,0,Mass,0.064000,0.014000,-0.015000,0,,,,,1266,27,-27,0,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3440K/abstract target=ref>Knudstrup et al. 2022</a>,G V,5225.00,23.00,-27.00,0,1.01,0.01,-0.01,0,0.89,0.04,-0.02,0,0.070,0.090,-0.090,0,[Fe/H],4.24,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m40.09s,313.1670294,+65d36m31.62s,65.6087833,114.8650000,0.3220000,-0.3210000
TOI-1670 b,TOI-1670,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,10.98462000,0.00046000,-0.00051000,0,0.103000,0.002000,-0.002000,0,2.060,0.190,-0.150,0,41.31769,,,1,0.13000,,,1,Mass,0.590000,0.170000,-0.260000,0,,,,,1062,14,-13,0,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,F7 V,6170.00,61.00,-61.00,0,1.32,0.02,-0.02,0,1.21,0.02,-0.02,0,0.090,0.070,-0.070,0,[Fe/H],4.29,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.0670000,0.6900000,-0.6840000
TOI-1670 c,TOI-1670,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,40.74976000,0.00002200,-0.00021000,0,0.249000,0.005000,-0.005000,0,11.063,0.280,-0.280,0,200.23190,28.60456,-25.42627,0,0.63000,0.09000,-0.08000,0,Mass,0.090000,0.050000,-0.040000,0,,,,,684,9,-9,0,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,F7 V,6170.00,61.00,-61.00,0,1.32,0.02,-0.02,0,1.21,0.02,-0.02,0,0.090,0.070,-0.070,0,[Fe/H],4.29,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.0670000,0.6900000,-0.6840000
TOI-1260 d,TOI-1260,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,16.60816400,0.00008300,-0.00008300,0,0.111600,0.003300,-0.003300,0,3.120,0.080,-0.080,0,11.84000,7.79000,-7.79000,0,0.03725,0.02451,-0.02451,0,Mass,0.000000,,,0,10.32,0.07,-0.07,0,499,14,-14,0,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227.00,85.00,-85.00,0,0.67,0.01,-0.01,0,0.68,0.10,-0.06,0,-0.100,0.070,-0.070,0,[Fe/H],4.57,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,0.1607000,-0.1601000
TOI-1246 b,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,4.30744000,0.00002000,-0.00002000,0,0.049000,0.002000,-0.002000,0,3.010,0.060,-0.060,0,8.10000,1.10000,-1.10000,0,0.02549,0.00346,-0.00346,0,Mass,,,,,196.00,,,0,955,,,0,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151.00,100.00,-100.00,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.170,0.060,-0.060,0,[Fe/H],4.40,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,0.6730000,-0.6690000
TOI-1246 c,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,5.90414400,0.00008300,-0.00008300,0,0.061000,0.002000,-0.002000,0,2.510,0.080,-0.080,0,8.80000,1.20000,-1.20000,0,0.02769,0.00378,-0.00378,0,Mass,,,,,129.00,,,0,860,,,0,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151.00,100.00,-100.00,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.170,0.060,-0.060,0,[Fe/H],4.40,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,0.6730000,-0.6690000
TOI-1246 d,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,18.65590000,0.00048000,-0.00048000,0,0.131000,0.004000,-0.004000,0,3.510,0.090,-0.090,0,5.30000,1.70000,-1.70000,0,0.01668,0.00535,-0.00535,0,Mass,,,,,28.00,,,0,586,,,0,1,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151.00,100.00,-100.00,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.170,0.060,-0.060,0,[Fe/H],4.40,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,0.6730000,-0.6690000
TOI-1246 e,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,37.92160000,0.00100000,-0.00100000,0,0.211000,0.007000,-0.007000,0,3.780,0.160,-0.160,0,14.80000,2.30000,-2.30000,0,0.04657,0.00724,-0.00724,0,Mass,,,,,11.00,,,0,462,,,0,1,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151.00,100.00,-100.00,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.170,0.060,-0.060,0,[Fe/H],4.40,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,0.6730000,-0.6690000
TOI-1136 b,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,4.17270000,0.00030000,-0.00030000,0,0.051060,0.000900,-0.000900,0,,,,,3.50000,0.80000,-0.70000,0,0.01101,0.00252,-0.00220,0,Mass,0.027000,0.009000,-0.009000,0,,,,,1216,12,-12,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.00,50.00,-50.00,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362000,0.1583000,-0.1577000
TOI-1136 c,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,6.25740000,0.00020000,-0.00020000,0,0.066900,0.000500,-0.000500,0,,,,,6.32000,1.10000,-1.30000,0,0.01988,0.00346,-0.00409,0,Mass,0.110000,0.010000,-0.010000,0,,,,,1062,7,-7,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.00,50.00,-50.00,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362000,0.1583000,-0.1577000
TOI-1136 d,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,12.51990000,0.00040000,-0.00040000,0,0.106200,0.000800,-0.000800,0,,,,,8.35000,1.80000,-1.60000,0,0.02627,0.00566,-0.00503,0,Mass,0.042000,0.004000,-0.004000,0,,,,,843,6,-6,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.00,50.00,-50.00,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362000,0.1583000,-0.1577000
TOI-1136 e,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,18.80100000,0.00100000,-0.00100000,0,,,,,,,,,6.07000,1.09000,-1.01000,0,0.01910,0.00343,-0.00318,0,Mass,0.042500,0.004000,-0.004000,0,,,,,737,6,-6,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.00,50.00,-50.00,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362000,0.1583000,-0.1577000
TOI-1136 f,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,26.32100000,0.00100000,-0.00100000,0,0.174000,0.002000,-0.002000,0,,,,,9.70000,3.90000,-3.70000,0,0.03052,0.01227,-0.01164,0,Mass,0.001000,0.001000,-0.001000,0,,,,,658,5,-5,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.00,50.00,-50.00,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362000,0.1583000,-0.1577000
TOI-1136 g,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=BEARD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167...70B/abstract target=ref>Beard et al. 2024</a>,39.54500000,0.00200000,-0.00200000,0,0.229000,0.003000,-0.003000,0,,,,,5.60000,4.10000,-3.20000,0,0.01762,0.01290,-0.01007,0,Mass,0.040000,0.010000,-0.010000,0,,,,,574,5,-5,0,1,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,,5770.00,50.00,-50.00,0,0.97,0.04,-0.04,0,1.02,0.03,-0.03,0,0.070,0.060,-0.060,0,[Fe/H],4.47,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m44.38s,192.1848981,+64d51m18.99s,64.8552755,84.5362000,0.1583000,-0.1577000
TOI-1807 b,TOI-1807,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=HEDGES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...54H/abstract target=ref>Hedges et al. 2021</a>,0.54937200,0.00000700,-0.00000700,0,0.008120,0.000370,-0.000380,0,1.258,0.040,-0.039,0,,,,,,,,,,,,,,,,,,2100,39,-40,0,0,<a refstr=HEDGES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...54H/abstract target=ref>Hedges et al. 2021</a>,,4757.00,51.00,-50.00,0,0.68,0.01,-0.01,0,0.75,0.03,-0.02,0,-0.029,0.061,-0.043,0,[Fe/H],4.65,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m07.83s,201.2826259,+38d55m20.52s,38.9223671,42.5775000,0.0622000,-0.0620000
TOI-1601 b,TOI-1601,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,5.33175100,0.00001100,-0.00001100,0,0.068640,0.000790,-0.000750,0,13.888,0.516,-0.437,0,314.65170,34.96130,-34.96130,0,0.99000,0.11000,-0.11000,0,Mass,0.036000,0.044000,-0.026000,0,,,,,1619,24,-23,0,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,5948.00,87.00,-89.00,0,2.19,0.07,-0.06,0,1.52,0.05,-0.05,0,0.329,0.073,-0.075,0,[Fe/H],3.94,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m26.78s,38.3615690,+41d00m48.36s,41.0134321,336.6080000,8.3890000,-7.9980000
TOI-1685 b,TOI-1685,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,0.66914060,0.00000360,-0.00000360,0,,,,,1.700,0.070,-0.070,0,3.09000,0.59000,-0.58000,0,0.00972,0.00186,-0.00182,0,Mass,0.000000,,,0,,,,,1069,16,-16,0,0,<a refstr=BLUHM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A..78B/abstract target=ref>Bluhm et al. 2021</a>,M3.0 V,3434.00,51.00,-51.00,0,0.49,0.01,-0.01,0,0.49,0.02,-0.02,0,-0.130,0.160,-0.160,0,[Fe/H],4.85,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.6153000,0.0728000,-0.0725000
TOI-1333 b,TOI-1333,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,4.72021900,0.00001100,-0.00001100,0,0.062600,0.001100,-0.001200,0,15.648,0.628,-0.605,0,753.25710,76.27920,-76.27920,0,2.37000,0.24000,-0.24000,0,Mass,0.073000,0.092000,-0.052000,0,,,,,1679,35,-34,0,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6274.00,97.00,-97.00,0,1.93,0.06,-0.06,0,1.46,0.08,-0.08,0,0.119,0.078,-0.077,0,[Fe/H],4.03,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m03.49s,325.0145363,+48d24m24.36s,48.4067674,200.4920000,1.2020000,-1.1880000
TOI-1431 b,TOI-1431,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..292A/abstract target=ref>Addison et al. 2021</a>,2.65023700,0.00000300,-0.00000300,0,0.046000,0.002000,-0.002000,0,16.701,0.560,-0.560,0,991.62463,57.20911,-57.20911,0,3.12000,0.18000,-0.18000,0,Mass,0.002200,0.003000,-0.001600,0,5300.00,500.00,-470.00,0,2370,70,-70,0,0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..292A/abstract target=ref>Addison et al. 2021</a>,Am C,7690.00,400.00,-250.00,0,1.92,0.07,-0.07,0,1.90,0.10,-0.08,0,0.090,0.030,-0.030,0,[Fe/H],4.15,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h04m48.89s,316.2036922,+55d35m16.88s,55.5880221,148.9250000,1.0340000,-1.0200000
